#	file	col	type	count	unique	null	min	max	samples
2143	test_features.csv	g-653	float64	3982	3620	0	-10.0	3.542	1.044(6)/1.047(5)/1.257(4)/1.163(4)/1.295(4)/-1.271(3)/-1.13(3)/-1.597(3)/-0.1878(3)/-1.063(3)
2144	test_features.csv	g-654	float64	3982	3502	0	-10.0	10.0	1.121(5)/1.66(5)/1.203(5)/1.038(4)/1.131(4)/1.105(4)/1.155(4)/1.018(4)/1.212(4)/1.046(4)
2145	test_features.csv	g-655	float64	3982	3524	0	-6.415	8.715	1.173(5)/1.073(5)/1.096(4)/1.071(4)/1.001(4)/1.158(4)/1.022(4)/1.229(3)/1.861(3)/0.2285(3)
2146	test_features.csv	g-656	float64	3982	3582	0	-10.0	4.732	0.0(6)/-1.073(4)/-0.0411(4)/-1.244(4)/-1.013(4)/-1.3(4)/1.005(3)/1.235(3)/-0.0843(3)/-1.694(3)
2147	test_features.csv	g-657	float64	3982	3558	0	-10.0	3.813	1.163(4)/0.2562(4)/-1.291(4)/1.079(4)/-1.417(3)/1.009(3)/1.179(3)/0.0314(3)/-0.0209(3)/0.3096(3)
2148	test_features.csv	g-658	float64	3982	3491	0	-6.806	8.875	0.0(12)/0.3372(7)/0.8033(5)/-0.1919(5)/-1.17(5)/1.093(4)/-0.4297(4)/-0.6357(4)/0.145(4)/-0.6115(3)
2149	test_features.csv	g-659	float64	3982	3574	0	-6.03	3.466	0.0(5)/1.001(4)/1.12(4)/1.003(4)/1.035(4)/0.2535(3)/0.2875(3)/-1.09(3)/-0.6571(3)/0.3605(3)
2150	test_features.csv	g-660	float64	3982	3578	0	-8.021	4.567	0.3372(4)/-1.066(4)/-0.6413(4)/1.066(4)/-4.73(4)/1.002(4)/-1.271(3)/0.7537(3)/-0.0602(3)/-0.0978(3)
2151	test_features.csv	g-661	float64	3982	3600	0	-7.72	5.778	-0.2076(4)/1.029(4)/0.0636(4)/-1.175(4)/-0.2181(3)/-1.1(3)/0.2515(3)/-0.1987(3)/-1.025(3)/-1.405(3)
2152	test_features.csv	g-662	float64	3982	3561	0	-10.0	6.154	0.0(10)/0.3372(5)/-1.051(4)/-1.076(4)/-0.8728(4)/-1.067(3)/0.2199(3)/-1.355(3)/0.0607(3)/-1.039(3)
2153	test_features.csv	g-663	float64	3982	3567	0	-5.581	8.889	0.0384(4)/-0.3616(4)/0.0(4)/-0.3248(4)/0.4647(4)/-1.068(3)/0.2058(3)/0.3403(3)/0.2394(3)/1.626(3)
2154	test_features.csv	g-664	float64	3982	3544	0	-10.0	2.786	0.0(9)/-1.183(5)/1.004(5)/0.3372(4)/1.046(4)/0.1127(4)/1.015(4)/-0.1265(4)/0.1231(4)/0.3249(4)
2155	test_features.csv	g-665	float64	3982	3607	0	-10.0	6.259	-0.0066(4)/0.0442(4)/1.079(4)/0.6629(4)/-1.461(3)/1.141(3)/0.6745(3)/-0.5854(3)/-0.1769(3)/-0.077(3)
2156	test_features.csv	g-666	float64	3982	3574	0	-5.071	9.404	1.234(5)/0.1876(5)/1.305(4)/1.108(4)/0.0617(4)/1.915(4)/1.356(4)/-1.216(3)/-1.236(3)/1.062(3)
2157	test_features.csv	g-667	float64	3982	3168	0	-6.776	3.717	0.0(57)/0.3372(19)/-0.3372(11)/0.5451(7)/1.192(6)/0.2499(6)/0.6745(5)/0.0452(5)/0.3471(5)/-0.1346(5)
2158	test_features.csv	g-668	float64	3982	3543	0	-8.734	3.525	0.0(9)/-0.3372(6)/-1.386(4)/1.123(4)/1.003(4)/-1.099(4)/0.3994(4)/1.015(3)/-1.874(3)/1.063(3)
2159	test_features.csv	g-669	float64	3982	3634	0	-10.0	3.847	-10.0(6)/-1.111(4)/0.0(3)/-0.257(3)/-0.0348(3)/-5.51(3)/1.179(3)/-1.056(3)/1.049(3)/0.1196(3)
2160	test_features.csv	g-670	float64	3982	3548	0	-8.702	8.411	-1.202(4)/0.0163(3)/-1.208(3)/0.3355(3)/-0.0954(3)/-0.2085(3)/-0.2605(3)/1.196(3)/-1.011(3)/-0.1575(3)
2161	test_features.csv	g-671	float64	3982	3584	0	-10.0	8.207	1.289(4)/-0.6309(4)/0.3436(4)/-1.03(4)/0.1946(3)/-0.2785(3)/-1.097(3)/0.6583(3)/0.2714(3)/-1.022(3)
2162	test_features.csv	g-672	float64	3982	3608	0	-10.0	3.076	-10.0(12)/0.0(4)/1.003(4)/-0.0756(4)/1.455(4)/-0.3392(3)/0.2178(3)/-0.0554(3)/-1.304(3)/-0.4067(3)
2163	test_features.csv	g-673	float64	3982	3599	0	-8.474	5.789	1.175(5)/0.0(4)/1.415(4)/1.212(4)/-0.6428(4)/-0.0495(3)/1.001(3)/-0.2129(3)/-0.1472(3)/1.16(3)
2164	test_features.csv	g-674	float64	3982	3594	0	-10.0	3.744	-10.0(8)/0.0(6)/1.177(5)/0.2021(4)/-0.6745(4)/1.005(3)/0.247(3)/0.2167(3)/-0.1608(3)/-1.086(3)
2165	test_features.csv	g-675	float64	3982	3525	0	-6.084	5.685	0.0(8)/-5.0(4)/-0.0138(4)/-1.021(4)/0.1585(4)/0.2503(4)/-1.03(3)/-0.3946(3)/-0.231(3)/0.2489(3)
2166	test_features.csv	g-676	float64	3982	3376	0	-4.125	10.0	0.0(12)/-0.3372(5)/-0.0883(4)/0.2914(4)/0.2583(4)/0.2206(4)/-0.1592(4)/0.4266(4)/-0.1528(4)/0.203(4)
2167	test_features.csv	g-677	float64	3982	3586	0	-10.0	5.539	1.241(4)/0.2203(4)/1.045(4)/0.2188(4)/0.7049(4)/-0.3697(3)/0.1183(3)/1.11(3)/-1.09(3)/-0.0003(3)
2168	test_features.csv	g-678	float64	3982	3611	0	-10.0	5.276	-0.0838(3)/1.27(3)/1.139(3)/-0.2418(3)/-0.7282(3)/1.134(3)/-0.0143(3)/-1.036(3)/-1.142(3)/0.374(3)
2169	test_features.csv	g-679	float64	3982	3521	0	-3.425	9.102	0.0(7)/-0.4087(5)/0.0607(4)/0.0027(4)/1.014(3)/0.5659(3)/0.2415(3)/0.0098(3)/1.066(3)/0.1797(3)
2170	test_features.csv	g-680	float64	3982	3560	0	-7.507	2.748	0.0(7)/0.3372(4)/-0.1348(4)/0.4994(4)/0.1856(3)/1.271(3)/1.202(3)/0.4277(3)/-1.333(3)/-0.0617(3)
2171	test_features.csv	g-681	float64	3982	3575	0	-6.808	6.251	0.0(10)/0.3372(5)/-1.141(5)/-1.058(4)/-1.031(4)/1.044(4)/0.0621(4)/1.043(3)/0.1169(3)/-0.7916(3)
2172	test_features.csv	g-682	float64	3982	3561	0	-7.108	4.649	1.154(5)/1.033(5)/-0.2477(4)/1.024(3)/1.226(3)/-0.1542(3)/1.161(3)/0.6022(3)/-0.3864(3)/0.311(3)
2173	test_features.csv	g-683	float64	3982	3521	0	-10.0	6.436	0.0(5)/-0.3083(5)/-0.436(4)/0.1869(4)/-0.4354(4)/-0.3372(4)/-0.034(4)/-0.0365(3)/-0.3717(3)/-0.0091(3)
2174	test_features.csv	g-684	float64	3982	3258	0	-6.276	2.618	0.0(75)/0.3372(24)/0.6745(15)/-0.6597(9)/-0.3372(9)/0.3217(8)/-0.4509(6)/-0.4758(6)/0.0863(6)/0.2725(6)
2175	test_features.csv	g-685	float64	3982	3455	0	-10.0	5.402	0.0(12)/0.4748(4)/0.0789(4)/0.2563(4)/1.101(4)/-10.0(4)/1.104(3)/-0.0333(3)/-0.29(3)/0.0817(3)
2176	test_features.csv	g-686	float64	3982	3611	0	-9.263	9.561	0.0019(4)/-2.249(4)/-1.109(4)/-1.005(3)/-1.074(3)/-1.081(3)/-0.3451(3)/-0.2431(3)/-0.2742(3)/-1.636(3)
2177	test_features.csv	g-687	float64	3982	3162	0	-4.268	5.276	0.0(62)/0.3372(14)/-0.3372(14)/0.2482(9)/0.2414(7)/0.318(6)/-0.0742(6)/-0.1548(6)/-0.2138(6)/0.0974(5)
2178	test_features.csv	g-688	float64	3982	3174	0	-3.024	10.0	0.0(33)/-0.3372(6)/0.1046(6)/-0.0974(6)/0.0641(5)/0.2998(5)/0.0978(5)/-0.0583(5)/-0.0911(5)/-0.0648(5)
2179	test_features.csv	g-689	float64	3982	3646	0	-6.365	8.526	0.093(4)/1.138(4)/-1.028(3)/-0.3785(3)/0.6908(3)/-0.5073(3)/-1.056(3)/-0.0228(3)/0.2145(3)/-1.019(3)
2180	test_features.csv	g-690	float64	3982	3509	0	-3.1	7.342	0.0(8)/1.042(5)/1.405(5)/-0.0486(4)/1.233(4)/1.316(4)/1.194(4)/-1.1(4)/1.018(4)/-0.1084(3)
2181	test_features.csv	g-691	float64	3982	3525	0	-10.0	6.563	-10.0(15)/0.5153(4)/0.253(4)/1.155(4)/1.005(3)/0.1313(3)/-1.172(3)/-0.0536(3)/0.2968(3)/-0.2826(3)
2182	test_features.csv	g-692	float64	3982	3529	0	-6.199	4.398	1.001(4)/1.138(4)/-1.039(4)/-1.004(4)/1.242(4)/1.346(4)/1.148(3)/0.4646(3)/1.483(3)/1.014(3)
2183	test_features.csv	g-693	float64	3982	3587	0	-5.351	9.202	-1.038(4)/1.462(4)/1.325(4)/-1.031(4)/0.3649(3)/-0.5312(3)/-0.4785(3)/1.002(3)/1.103(3)/-0.5396(3)
2184	test_features.csv	g-694	float64	3982	3605	0	-5.858	7.891	-1.115(4)/1.018(4)/1.148(3)/-0.6524(3)/-1.041(3)/0.1925(3)/0.1237(3)/1.161(3)/-0.0525(3)/-0.1696(3)
2185	test_features.csv	g-695	float64	3982	3581	0	-5.446	9.111	1.195(3)/1.322(3)/-1.057(3)/-1.051(3)/0.3245(3)/-1.055(3)/-0.0837(3)/1.1(3)/-0.2708(3)/1.127(3)
2186	test_features.csv	g-696	float64	3982	3590	0	-4.964	5.593	-0.3483(3)/1.429(3)/1.09(3)/1.093(3)/0.3677(3)/1.741(3)/1.257(3)/1.068(3)/0.0561(3)/1.219(3)
2187	test_features.csv	g-697	float64	3982	3538	0	-5.12	10.0	0.0(4)/-1.059(4)/10.0(4)/0.3676(4)/0.1547(4)/1.04(3)/0.1858(3)/-1.061(3)/0.256(3)/-0.053(3)
2188	test_features.csv	g-698	float64	3982	3570	0	-5.93	5.666	0.378(4)/-1.042(4)/0.3961(4)/1.272(4)/-0.077(3)/0.4347(3)/0.053(3)/-0.6808(3)/-0.2354(3)/-1.358(3)
2189	test_features.csv	g-699	float64	3982	3599	0	-7.003	10.0	0.0(5)/0.4277(4)/-0.0952(4)/-1.167(4)/-1.022(4)/-0.5834(3)/-1.329(3)/-0.3504(3)/-0.8091(3)/1.721(3)
2190	test_features.csv	g-700	float64	3982	3599	0	-6.545	7.426	0.0(4)/1.026(4)/-1.495(3)/1.48(3)/-0.2084(3)/1.206(3)/1.589(3)/2.065(3)/1.485(3)/1.114(3)
2191	test_features.csv	g-701	float64	3982	3530	0	-9.598	5.58	0.5396(4)/0.0(4)/0.0503(4)/-1.023(4)/0.6233(3)/-0.0389(3)/1.207(3)/-0.3372(3)/-1.162(3)/0.0321(3)
2192	test_features.csv	g-702	float64	3982	3559	0	-6.898	3.029	0.0(5)/-0.3528(4)/1.001(4)/-1.196(4)/1.015(4)/0.2298(4)/-0.2973(3)/0.295(3)/-0.2442(3)/-0.0208(3)
2193	test_features.csv	g-703	float64	3982	3558	0	-10.0	5.414	0.0(4)/0.012(4)/1.051(4)/1.396(3)/1.057(3)/-0.0123(3)/-1.606(3)/-0.4162(3)/0.0888(3)/1.092(3)
2194	test_features.csv	g-704	float64	3982	3642	0	-10.0	5.791	1.333(4)/-10.0(4)/-1.042(4)/1.278(3)/0.0542(3)/-0.2119(3)/0.8831(3)/-0.5946(3)/0.8158(3)/-0.9147(3)
2195	test_features.csv	g-705	float64	3982	3608	0	-10.0	5.891	-0.6745(6)/1.009(5)/1.013(4)/0.1522(4)/0.043(3)/-0.0408(3)/1.097(3)/-0.1063(3)/1.178(3)/-0.1333(3)
2196	test_features.csv	g-706	float64	3982	3605	0	-10.0	6.257	1.01(4)/0.0(4)/-0.3372(4)/1.306(4)/-1.339(3)/-1.009(3)/1.033(3)/1.506(3)/1.017(3)/-0.5741(3)
2197	test_features.csv	g-707	float64	3982	1557	0	-1.259	8.657	0.0(1262)/-0.3372(159)/5.0(37)/-0.6745(28)/-0.1517(18)/-0.3352(14)/-0.147(13)/-0.114(13)/-0.3369(13)/0.3656(13)
2198	test_features.csv	g-708	float64	3982	3579	0	-6.217	10.0	0.0(6)/0.0965(4)/0.0766(4)/-1.165(4)/-1.534(3)/-0.1461(3)/0.0391(3)/-1.245(3)/-0.1064(3)/-1.088(3)
2199	test_features.csv	g-709	float64	3982	3505	0	-7.146	3.924	0.0(7)/0.0209(4)/0.3936(4)/-1.258(4)/-1.01(4)/-1.033(4)/0.2792(4)/-0.5453(4)/0.4006(4)/-1.007(3)
2200	test_features.csv	g-710	float64	3982	3434	0	-3.307	8.92	0.0(8)/0.0664(4)/-0.2975(4)/-0.4607(4)/0.0617(4)/0.0425(4)/-0.3372(4)/0.4856(3)/-0.0508(3)/-0.2(3)
2201	test_features.csv	g-711	float64	3982	3628	0	-9.18	9.347	-1.04(4)/-1.002(4)/-0.6104(4)/0.1875(3)/-0.3025(3)/-0.4478(3)/1.113(3)/0.4772(3)/-1.2(3)/1.076(3)
2202	test_features.csv	g-712	float64	3982	3600	0	-4.107	10.0	10.0(29)/-1.342(4)/-0.1692(4)/1.398(3)/-0.0452(3)/-0.0862(3)/-1.01(3)/0.1255(3)/0.5832(3)/-0.2045(3)
2203	test_features.csv	g-713	float64	3982	3587	0	-4.594	5.992	1.12(4)/1.001(4)/1.413(4)/1.272(4)/1.07(4)/-0.3372(3)/0.3396(3)/-0.0491(3)/0.1727(3)/-0.62(3)
2204	test_features.csv	g-714	float64	3982	3540	0	-8.002	10.0	0.0(7)/0.3501(4)/-0.171(4)/0.2543(4)/1.005(4)/1.308(4)/3.247(4)/-0.0261(4)/1.052(4)/2.575(3)
2205	test_features.csv	g-715	float64	3982	3605	0	-8.154	4.735	0.6026(3)/-1.079(3)/-0.2007(3)/-0.4805(3)/-1.782(3)/1.268(3)/2.117(3)/1.052(3)/0.0995(3)/1.192(3)
2206	test_features.csv	g-716	float64	3982	3560	0	-5.766	4.008	-0.0425(4)/0.125(4)/0.3298(4)/0.3372(4)/1.082(3)/1.176(3)/1.041(3)/-1.057(3)/-0.1612(3)/0.0495(3)
2207	test_features.csv	g-717	float64	3982	3578	0	-6.489	6.04	0.3372(6)/-1.014(4)/-1.101(4)/0.0(4)/-1.142(3)/0.0242(3)/-1.151(3)/-1.081(3)/-1.043(3)/0.1966(3)
2208	test_features.csv	g-718	float64	3982	2748	0	-3.834	5.755	0.0(81)/-0.0641(9)/0.057(7)/-0.0546(7)/0.2206(7)/0.0948(7)/0.0705(6)/0.1187(6)/0.2341(5)/-0.1521(5)
2209	test_features.csv	g-719	float64	3982	3577	0	-9.932	6.1	0.0242(4)/-1.068(4)/0.0925(3)/1.019(3)/2.57(3)/-1.318(3)/0.6428(3)/3.346(3)/1.112(3)/1.048(3)
2210	test_features.csv	g-720	float64	3982	3573	0	-10.0	8.422	-1.099(5)/-1.119(5)/-0.3372(5)/1.148(4)/1.018(4)/-1.26(4)/0.0(4)/1.287(3)/-1.013(3)/-0.4721(3)
2211	test_features.csv	g-721	float64	3982	3466	0	-2.528	10.0	0.0(16)/10.0(5)/-0.0961(5)/0.2894(4)/-0.3153(4)/0.3487(4)/-0.3376(4)/-0.0162(4)/0.2991(4)/0.3302(4)
2212	test_features.csv	g-722	float64	3982	3485	0	-4.499	10.0	0.0(4)/-0.4973(4)/-1.194(4)/-1.24(4)/1.027(4)/1.129(4)/-0.1019(3)/-0.1386(3)/-0.0374(3)/0.8781(3)
2213	test_features.csv	g-723	float64	3982	3636	0	-7.423	10.0	10.0(7)/-1.103(4)/-1.007(4)/-1.232(3)/0.2932(3)/0.0413(3)/-0.1918(3)/1.28(3)/-0.3548(3)/1.012(3)
2214	test_features.csv	g-724	float64	3982	3586	0	-5.253	10.0	0.0(5)/-0.2076(4)/1.015(4)/0.8738(3)/-0.0568(3)/1.891(3)/-1.112(3)/-0.3372(3)/0.1371(3)/-0.5685(3)
2215	test_features.csv	g-725	float64	3982	3569	0	-5.762	7.943	1.195(4)/1.738(4)/1.667(3)/0.9617(3)/-1.052(3)/-0.0024(3)/-0.0794(3)/-0.334(3)/-1.333(3)/1.048(3)
2216	test_features.csv	g-726	float64	3982	3490	0	-10.0	3.542	0.0(10)/0.031(4)/-0.503(4)/0.0044(4)/0.0374(4)/0.4448(4)/0.1521(4)/-1.191(4)/0.0354(4)/-0.3892(3)
2217	test_features.csv	g-727	float64	3982	3513	0	-5.407	5.64	0.0(6)/0.3372(5)/-0.1282(4)/-0.0872(4)/-0.0111(4)/-1.267(4)/-0.2657(4)/0.7298(4)/0.4408(3)/-0.2271(3)
2218	test_features.csv	g-728	float64	3982	3576	0	-5.234	8.969	-1.055(5)/-1.109(5)/-1.404(4)/-1.18(4)/-1.268(4)/1.364(3)/1.066(3)/-1.203(3)/0.3285(3)/-1.245(3)
2219	test_features.csv	g-729	float64	3982	3604	0	-5.327	9.457	0.0(5)/1.183(4)/-0.1836(4)/1.122(3)/1.073(3)/2.757(3)/1.297(3)/-1.189(3)/-0.2668(3)/0.501(3)
2220	test_features.csv	g-730	float64	3982	3578	0	-7.688	5.316	0.0(5)/1.463(4)/1.424(4)/0.3442(3)/0.2354(3)/0.0445(3)/0.1592(3)/-1.126(3)/-1.211(3)/-1.272(3)
2221	test_features.csv	g-731	float64	3982	3542	0	-4.006	10.0	10.0(17)/-0.3372(8)/0.0(5)/-1.065(4)/-0.2779(4)/0.1985(3)/-0.4866(3)/-1.266(3)/-1.339(3)/-1.014(3)
2222	test_features.csv	g-732	float64	3982	3588	0	-3.626	8.632	0.0(5)/1.214(4)/1.598(3)/1.223(3)/-1.037(3)/1.28(3)/0.3548(3)/-0.0736(3)/0.4398(3)/1.304(3)
2223	test_features.csv	g-733	float64	3982	3609	0	-10.0	4.488	1.171(4)/1.099(3)/1.144(3)/-0.4563(3)/-1.167(3)/-0.2296(3)/1.056(3)/0.2598(3)/1.05(3)/1.247(3)
2224	test_features.csv	g-734	float64	3982	3534	0	-3.032	7.541	0.0(7)/-0.2043(4)/-0.0993(4)/0.3826(4)/-0.0843(3)/0.3282(3)/0.1288(3)/0.284(3)/1.337(3)/-0.0742(3)
2225	test_features.csv	g-735	float64	3982	3548	0	-6.644	5.798	0.0(5)/-1.078(5)/1.019(4)/-1.454(4)/1.145(4)/-1.002(4)/0.1035(3)/0.0823(3)/0.4171(3)/-1.157(3)
2226	test_features.csv	g-736	float64	3982	3584	0	-10.0	7.682	1.081(4)/0.1795(4)/-0.0088(3)/0.095(3)/-1.02(3)/1.197(3)/-1.494(3)/0.4466(3)/-0.2289(3)/1.456(3)
2227	test_features.csv	g-737	float64	3982	3554	0	-8.051	6.989	1.084(5)/1.735(4)/1.47(4)/1.004(4)/1.14(4)/1.424(4)/-0.0163(4)/1.113(4)/-0.1221(3)/1.343(3)
2228	test_features.csv	g-738	float64	3982	3585	0	-8.162	6.453	-1.279(4)/0.0146(4)/1.062(4)/1.085(4)/0.0037(3)/0.3679(3)/-0.3162(3)/0.0988(3)/-0.3065(3)/-0.011(3)
2229	test_features.csv	g-739	float64	3982	3559	0	-10.0	2.504	1.025(6)/1.034(4)/1.188(4)/1.143(4)/-0.3149(3)/0.4514(3)/0.4401(3)/-0.3853(3)/0.4006(3)/-0.1508(3)
2230	test_features.csv	g-740	float64	3982	3600	0	-5.642	8.864	0.0(5)/1.012(4)/0.2949(3)/0.2991(3)/-0.7273(3)/-1.062(3)/0.0595(3)/-1.02(3)/-1.38(3)/-0.6647(3)
2231	test_features.csv	g-741	float64	3982	3553	0	-6.066	7.83	0.0(6)/0.0887(5)/1.035(5)/1.018(4)/1.091(4)/0.1366(3)/-0.2013(3)/-1.811(3)/0.1276(3)/1.159(3)
2232	test_features.csv	g-742	float64	3982	3574	0	-9.956	5.223	1.316(4)/-1.082(4)/-0.0742(4)/-1.026(4)/-0.0308(3)/-1.13(3)/-1.451(3)/-1.002(3)/0.078(3)/-1.201(3)
2233	test_features.csv	g-743	float64	3982	3590	0	-10.0	5.734	-1.084(4)/-0.5218(3)/1.115(3)/-0.1053(3)/0.5922(3)/0.8758(3)/-0.1231(3)/0.4151(3)/-0.0527(3)/1.124(3)
2234	test_features.csv	g-744	float64	3982	3548	0	-2.787	10.0	10.0(56)/0.0(5)/-1.027(4)/-0.6234(4)/-1.181(4)/-0.4674(3)/0.4505(3)/-1.062(3)/0.1766(3)/0.1515(3)
2235	test_features.csv	g-745	float64	3982	3621	0	-6.723	10.0	10.0(8)/-1.219(5)/-1.476(4)/-1.295(3)/0.0131(3)/-0.2183(3)/-0.0644(3)/0.2948(3)/-0.928(3)/-1.067(3)
2236	test_features.csv	g-746	float64	3982	3626	0	-6.925	6.632	0.0685(4)/1.195(3)/-0.21(3)/1.235(3)/1.581(3)/-1.06(3)/0.1574(3)/-0.175(3)/0.4675(3)/0.1893(3)
2237	test_features.csv	g-747	float64	3982	3532	0	-5.392	7.885	0.0(5)/0.1607(4)/-0.121(4)/0.0014(4)/-1.024(4)/-0.0573(4)/-0.3372(4)/-1.275(3)/1.009(3)/0.2287(3)
2238	test_features.csv	g-748	float64	3982	3588	0	-6.316	10.0	1.017(5)/1.041(5)/1.077(4)/1.106(3)/-0.6745(3)/1.69(3)/-0.1883(3)/1.037(3)/1.437(3)/0.1118(3)
2239	test_features.csv	g-749	float64	3982	3560	0	-4.728	5.599	0.0(10)/-0.12(4)/-0.3683(4)/1.129(4)/-0.1953(3)/-1.06(3)/1.43(3)/0.0303(3)/0.4317(3)/-0.0644(3)
2240	test_features.csv	g-750	float64	3982	3560	0	-4.468	10.0	0.0(7)/-1.215(4)/0.7915(3)/-0.2867(3)/-1.071(3)/-0.5264(3)/1.253(3)/1.257(3)/-0.1998(3)/-0.1388(3)
2241	test_features.csv	g-751	float64	3982	3566	0	-9.061	6.569	-1.118(4)/0.0(3)/-0.6745(3)/-0.0707(3)/1.395(3)/1.025(3)/-0.4592(3)/1.106(3)/0.2659(3)/0.2932(3)
2242	test_features.csv	g-752	float64	3982	3576	0	-5.367	6.401	0.0(5)/-1.117(4)/-1.032(4)/-0.0701(3)/-0.2041(3)/0.5082(3)/1.137(3)/-0.0321(3)/-1.055(3)/0.2162(3)
2243	test_features.csv	g-753	float64	3982	3573	0	-5.301	9.629	0.0(6)/-0.1808(4)/-1.035(4)/0.0324(4)/1.13(4)/-0.453(3)/0.5286(3)/-1.212(3)/0.4153(3)/0.0018(3)
2244	test_features.csv	g-754	float64	3982	3203	0	-2.88	6.634	0.0(28)/-0.3372(9)/-0.0003(7)/-0.2715(6)/-0.1261(5)/-0.0638(4)/-0.5184(4)/-0.1895(4)/-0.0813(4)/0.2246(4)
2245	test_features.csv	g-755	float64	3982	3571	0	-9.133	7.35	1.176(4)/0.2539(4)/0.3372(4)/1.158(4)/1.058(4)/1.106(4)/1.03(4)/0.0491(3)/1.475(3)/1.22(3)
2246	test_features.csv	g-756	float64	3982	2642	0	-4.45	10.0	0.0(182)/-0.0867(11)/0.0998(11)/-0.0189(10)/0.0549(10)/-0.3372(8)/0.0867(8)/-0.1882(8)/-0.1292(7)/0.0857(7)
2247	test_features.csv	g-757	float64	3982	3558	0	-5.537	5.491	-1.079(4)/-1.026(4)/1.007(3)/-0.6926(3)/-0.6286(3)/0.5461(3)/-0.5294(3)/-0.3672(3)/-1.115(3)/1.025(3)
2248	test_features.csv	g-758	float64	3982	3577	0	-4.044	10.0	0.6036(4)/0.4627(4)/-1.114(4)/-1.128(4)/0.3799(4)/-1.143(4)/-0.063(3)/-1.082(3)/-1.26(3)/0.1463(3)
2249	test_features.csv	g-759	float64	3982	3613	0	-10.0	10.0	-10.0(8)/1.642(4)/-1.013(3)/1.106(3)/-1.463(3)/-1.196(3)/0.3113(3)/-0.1136(3)/-0.6493(3)/0.3258(3)
2250	test_features.csv	g-760	float64	3982	3508	0	-10.0	3.347	-10.0(47)/0.0(9)/-0.2971(4)/-1.049(4)/0.2567(4)/-0.2145(3)/-0.5696(3)/0.3622(3)/0.1814(3)/0.1305(3)
2251	test_features.csv	g-761	float64	3982	3617	0	-10.0	9.029	1.031(4)/-0.0221(4)/0.4581(3)/-0.0838(3)/-0.3566(3)/-1.354(3)/-1.025(3)/-0.1322(3)/1.151(3)/1.049(3)
2252	test_features.csv	g-762	float64	3982	3575	0	-5.495	8.807	0.0(7)/0.3372(5)/1.127(4)/-1.089(4)/-0.3553(3)/1.871(3)/1.181(3)/1.694(3)/1.139(3)/1.068(3)
2253	test_features.csv	g-763	float64	3982	3560	0	-7.713	6.543	0.0(7)/0.3372(6)/0.6882(4)/1.189(4)/1.383(3)/1.008(3)/-1.141(3)/0.0554(3)/-1.046(3)/-0.0813(3)
2254	test_features.csv	g-764	float64	3982	3586	0	-3.426	10.0	-1.001(4)/-1.019(4)/1.231(4)/-1.147(4)/-1.305(4)/0.3219(3)/-1.118(3)/-0.516(3)/0.1766(3)/0.3971(3)
2255	test_features.csv	g-765	float64	3982	3557	0	-6.557	6.388	-1.028(4)/0.1535(4)/0.1707(4)/0.119(4)/-1.043(4)/0.1957(4)/-1.133(4)/-1.038(4)/-1.1(4)/0.7341(3)
2256	test_features.csv	g-766	float64	3982	3553	0	-10.0	4.933	0.0(5)/-1.107(4)/0.1299(4)/0.1472(4)/0.1094(4)/-1.025(3)/0.0988(3)/1.16(3)/-0.2325(3)/1.117(3)
2257	test_features.csv	g-767	float64	3982	3581	0	-8.426	6.063	0.0(5)/1.234(4)/1.094(4)/0.0809(4)/1.212(4)/0.0428(4)/-1.238(4)/0.0911(4)/1.049(4)/0.5251(3)
2258	test_features.csv	g-768	float64	3982	3274	0	-2.979	7.831	0.0(35)/-0.3372(10)/-0.0978(5)/-0.0745(5)/0.3372(5)/0.0003(5)/-0.2425(5)/-0.0712(5)/0.0853(5)/0.1369(5)
2259	test_features.csv	g-769	float64	3982	3556	0	-10.0	6.788	0.2141(4)/-1.075(4)/-1.225(4)/-0.242(3)/1.224(3)/1.077(3)/0.3598(3)/-1.018(3)/-1.278(3)/-0.6208(3)
2260	test_features.csv	g-770	float64	3982	3588	0	-10.0	5.853	0.3372(5)/0.0(4)/1.102(4)/0.4329(4)/1.185(4)/1.027(3)/1.01(3)/1.008(3)/-0.0713(3)/0.3551(3)
2261	test_features.csv	g-771	float64	3982	3595	0	-7.261	10.0	1.2(4)/-0.0053(4)/0.0437(3)/1.115(3)/-0.094(3)/1.146(3)/1.075(3)/-1.066(3)/0.2357(3)/-1.188(3)
2262	test_features.csv	c-0	float64	3982	3580	0	-10.0	3.251	-10.0(42)/0.2318(5)/1.025(5)/1.083(4)/0.1595(3)/-1.176(3)/0.0292(3)/0.2575(3)/0.3479(3)/-0.0498(3)
2263	test_features.csv	c-1	float64	3982	3632	0	-10.0	4.362	-10.0(35)/-0.4822(3)/0.4312(3)/0.1099(3)/1.02(3)/1.033(3)/-0.518(3)/-0.6225(3)/-0.0344(3)/1.056(3)
2264	test_features.csv	c-2	float64	3982	3566	0	-10.0	5.955	-10.0(51)/-1.026(4)/1.014(4)/1.056(4)/1.107(3)/1.072(3)/0.2487(3)/1.027(3)/-0.1056(3)/1.229(3)
2265	test_features.csv	c-3	float64	3982	3623	0	-10.0	3.41	0.487(4)/0.253(4)/-10.0(4)/-1.081(4)/-0.204(3)/0.1682(3)/-0.915(3)/-0.9861(3)/-1.006(3)/0.8072(3)
